_id,type,model
ObjectId(6a5813b7d1582c5aaf13bbd2),laptop,ki2
ObjectId(6a5813b7d1582c5aaf13bbd3),laptop,k12
ObjectId(6a5813b7d1582c5aaf13bbd4),laptop,ki2
ObjectId(6a5813b7d1582c5aaf13bbd5),laptop,qw2
ObjectId(6a5813b7d1582c5aaf13bbd6),laptop,ay9
ObjectId(6a5813b7d1582c5aaf13bbd7),laptop,ki2
ObjectId(6a5813b7d1582c5aaf13bbd8),laptop,ay9
ObjectId(6a5813b7d1582c5aaf13bbd9),laptop,qw2
ObjectId(6a5813b7d1582c5aaf13bbda),laptop,zeta
ObjectId(6a5813b7d1582c5aaf13bbdb),laptop,kz
ObjectId(6a5813b7d1582c5aaf13bbdc),laptop,qw2
ObjectId(6a5813b7d1582c5aaf13bbdd),laptop,k12
ObjectId(6a5813b7d1582c5aaf13bbde),laptop,ay9
ObjectId(6a5813b7d1582c5aaf13bbdf),laptop,j3
ObjectId(6a5813b7d1582c5aaf13bbe0),laptop,zeta
ObjectId(6a5813b7d1582c5aaf13bbe1),laptop,k12
ObjectId(6a5813b7d1582c5aaf13bbe2),laptop,k12
ObjectId(6a5813b7d1582c5aaf13bbe3),laptop,qw2
ObjectId(6a5813b7d1582c5aaf13bbe4),laptop,c6
ObjectId(6a5813b7d1582c5aaf13bbe5),laptop,k12
ObjectId(6a5813b7d1582c5aaf13bbe6),laptop,k12
ObjectId(6a5813b7d1582c5aaf13bbe7),laptop,k12
ObjectId(6a5813b7d1582c5aaf13bbe8),laptop,ay9
ObjectId(6a5813b7d1582c5aaf13bbe9),laptop,kz
ObjectId(6a5813b7d1582c5aaf13bbea),laptop,k12
ObjectId(6a5813b7d1582c5aaf13bbeb),laptop,ki2
ObjectId(6a5813b7d1582c5aaf13bbec),laptop,kz
ObjectId(6a5813b7d1582c5aaf13bbed),laptop,kz
ObjectId(6a5813b7d1582c5aaf13bbee),laptop,kz
ObjectId(6a5813b7d1582c5aaf13bbef),laptop,ki2
ObjectId(6a5813b7d1582c5aaf13bbf0),laptop,j3
ObjectId(6a5813b7d1582c5aaf13bbf1),laptop,ay9
ObjectId(6a5813b7d1582c5aaf13bbf2),laptop,c6
ObjectId(6a5813b7d1582c5aaf13bbf3),laptop,kz
ObjectId(6a5813b7d1582c5aaf13bbf4),laptop,j3
ObjectId(6a5813b7d1582c5aaf13bbf5),laptop,j3
ObjectId(6a5813b7d1582c5aaf13bbf6),laptop,ay9
ObjectId(6a5813b7d1582c5aaf13bbf7),laptop,ay9
ObjectId(6a5813b7d1582c5aaf13bbf8),laptop,c6
ObjectId(6a5813b7d1582c5aaf13bbf9),laptop,k12
ObjectId(6a5813b7d1582c5aaf13bbfa),laptop,kz
ObjectId(6a5813b7d1582c5aaf13bbfb),laptop,ay9
ObjectId(6a5813b7d1582c5aaf13bbfc),laptop,kz
ObjectId(6a5813b7d1582c5aaf13bbfd),laptop,k12
ObjectId(6a5813b7d1582c5aaf13bbfe),laptop,ay9
ObjectId(6a5813b7d1582c5aaf13bbff),laptop,c6
ObjectId(6a5813b7d1582c5aaf13bc00),laptop,qw2
ObjectId(6a5813b7d1582c5aaf13bc01),laptop,j3
ObjectId(6a5813b7d1582c5aaf13bc02),laptop,j3
ObjectId(6a5813b7d1582c5aaf13bc03),laptop,jl3
ObjectId(6a5813b7d1582c5aaf13bc04),laptop,c6
ObjectId(6a5813b7d1582c5aaf13bc05),laptop,qw2
ObjectId(6a5813b7d1582c5aaf13bc06),laptop,ay9
ObjectId(6a5813b7d1582c5aaf13bc07),laptop,ki2
ObjectId(6a5813b7d1582c5aaf13bc08),laptop,kz
ObjectId(6a5813b7d1582c5aaf13bc09),laptop,zeta
ObjectId(6a5813b7d1582c5aaf13bc0a),laptop,c6
ObjectId(6a5813b7d1582c5aaf13bc0b),laptop,qw2
ObjectId(6a5813b7d1582c5aaf13bc0c),laptop,kz
ObjectId(6a5813b7d1582c5aaf13bc0d),laptop,kz
ObjectId(6a5813b7d1582c5aaf13bc0e),laptop,k12
ObjectId(6a5813b7d1582c5aaf13bc0f),laptop,ki2
ObjectId(6a5813b7d1582c5aaf13bc10),laptop,j3
ObjectId(6a5813b7d1582c5aaf13bc11),laptop,zeta
ObjectId(6a5813b7d1582c5aaf13bc12),laptop,jl3
ObjectId(6a5813b7d1582c5aaf13bc13),laptop,ki2
ObjectId(6a5813b7d1582c5aaf13bc14),laptop,k12
ObjectId(6a5813b7d1582c5aaf13bc15),laptop,k12
ObjectId(6a5813b7d1582c5aaf13bc16),laptop,kz
ObjectId(6a5813b7d1582c5aaf13bc17),laptop,k12
ObjectId(6a5813b7d1582c5aaf13bc18),laptop,ki2
ObjectId(6a5813b7d1582c5aaf13bc19),laptop,ay9
ObjectId(6a5813b7d1582c5aaf13bc1a),laptop,qw2
ObjectId(6a5813b7d1582c5aaf13bc1b),laptop,kz
ObjectId(6a5813b7d1582c5aaf13bc1c),laptop,zeta
ObjectId(6a5813b7d1582c5aaf13bc1d),laptop,ki2
ObjectId(6a5813b7d1582c5aaf13bc1e),laptop,ki2
ObjectId(6a5813b7d1582c5aaf13bc1f),laptop,k12
ObjectId(6a5813b7d1582c5aaf13bc20),laptop,ki2
ObjectId(6a5813b7d1582c5aaf13bc21),laptop,c6
ObjectId(6a5813b7d1582c5aaf13bc22),laptop,ki2
ObjectId(6a5813b7d1582c5aaf13bc23),laptop,kz
ObjectId(6a5813b7d1582c5aaf13bc24),laptop,j3
ObjectId(6a5813b7d1582c5aaf13bc25),laptop,ay9
ObjectId(6a5813b7d1582c5aaf13bc26),laptop,k12
ObjectId(6a5813b7d1582c5aaf13bc27),laptop,kz
ObjectId(6a5813b7d1582c5aaf13bc28),laptop,qw2
ObjectId(6a5813b7d1582c5aaf13bc29),laptop,c6
ObjectId(6a5813b7d1582c5aaf13bc2a),laptop,ay9
ObjectId(6a5813b7d1582c5aaf13bc2b),laptop,zeta
ObjectId(6a5813b7d1582c5aaf13bc2c),laptop,ki2
ObjectId(6a5813b7d1582c5aaf13bc2d),laptop,ay9
ObjectId(6a5813b7d1582c5aaf13bc2e),laptop,ki2
ObjectId(6a5813b7d1582c5aaf13bc2f),laptop,ay9
ObjectId(6a5813b7d1582c5aaf13bc30),laptop,zeta
ObjectId(6a5813b7d1582c5aaf13bc31),laptop,jl3
ObjectId(6a5813b7d1582c5aaf13bc32),laptop,k12
ObjectId(6a5813b7d1582c5aaf13bc33),laptop,qw2
ObjectId(6a5813b7d1582c5aaf13bc34),laptop,jl3
ObjectId(6a5813b7d1582c5aaf13bc35),laptop,jl3
ObjectId(6a5813b7d1582c5aaf13bc36),laptop,ki2
ObjectId(6a5813b7d1582c5aaf13bc37),laptop,c6
ObjectId(6a5813b7d1582c5aaf13bc38),laptop,jl3
ObjectId(6a5813b7d1582c5aaf13bc39),laptop,jl3
ObjectId(6a5813b7d1582c5aaf13bc3a),laptop,ay9
ObjectId(6a5813b7d1582c5aaf13bc3b),laptop,k12
ObjectId(6a5813b7d1582c5aaf13bc3c),laptop,ay9
ObjectId(6a5813b7d1582c5aaf13bc3d),laptop,ay9
ObjectId(6a5813b7d1582c5aaf13bc3e),laptop,zeta
ObjectId(6a5813b7d1582c5aaf13bc3f),laptop,ki2
ObjectId(6a5813b7d1582c5aaf13bc40),laptop,qw2
ObjectId(6a5813b7d1582c5aaf13bc41),laptop,zeta
ObjectId(6a5813b7d1582c5aaf13bc42),laptop,kz
ObjectId(6a5813b7d1582c5aaf13bc43),laptop,c6
ObjectId(6a5813b7d1582c5aaf13bc44),laptop,qw2
ObjectId(6a5813b7d1582c5aaf13bc45),laptop,c6
ObjectId(6a5813b7d1582c5aaf13bc46),laptop,kz
ObjectId(6a5813b7d1582c5aaf13bc47),laptop,jl3
ObjectId(6a5813b7d1582c5aaf13bc48),laptop,ki2
ObjectId(6a5813b7d1582c5aaf13bc49),laptop,qw2
ObjectId(6a5813b7d1582c5aaf13bc4a),laptop,c6
ObjectId(6a5813b7d1582c5aaf13bc4b),laptop,kz
ObjectId(6a5813b7d1582c5aaf13bc4c),laptop,kz
ObjectId(6a5813b7d1582c5aaf13bc4d),laptop,c6
ObjectId(6a5813b7d1582c5aaf13bc4e),laptop,zeta
ObjectId(6a5813b7d1582c5aaf13bc4f),laptop,kz
ObjectId(6a5813b7d1582c5aaf13bc50),laptop,j3
ObjectId(6a5813b7d1582c5aaf13bc51),laptop,jl3
ObjectId(6a5813b7d1582c5aaf13bc52),laptop,jl3
ObjectId(6a5813b7d1582c5aaf13bc53),laptop,j3
ObjectId(6a5813b7d1582c5aaf13bc54),laptop,zeta
ObjectId(6a5813b7d1582c5aaf13bc55),laptop,ay9
ObjectId(6a5813b7d1582c5aaf13bc56),laptop,ay9
ObjectId(6a5813b7d1582c5aaf13bc57),laptop,jl3
ObjectId(6a5813b7d1582c5aaf13bc58),laptop,ki2
ObjectId(6a5813b7d1582c5aaf13bc59),laptop,ay9
ObjectId(6a5813b7d1582c5aaf13bc5a),laptop,k12
ObjectId(6a5813b7d1582c5aaf13bc5b),laptop,c6
ObjectId(6a5813b7d1582c5aaf13bc5c),laptop,ki2
ObjectId(6a5813b7d1582c5aaf13bc5d),laptop,c6
ObjectId(6a5813b7d1582c5aaf13bc5e),laptop,ki2
ObjectId(6a5813b7d1582c5aaf13bc5f),laptop,j3
ObjectId(6a5813b7d1582c5aaf13bc60),laptop,ay9
ObjectId(6a5813b7d1582c5aaf13bc61),laptop,zeta
ObjectId(6a5813b7d1582c5aaf13bc62),laptop,kz
ObjectId(6a5813b7d1582c5aaf13bc63),laptop,jl3
ObjectId(6a5813b7d1582c5aaf13bc64),laptop,j3
ObjectId(6a5813b7d1582c5aaf13bc65),laptop,ki2
ObjectId(6a5813b7d1582c5aaf13bc66),laptop,c6
ObjectId(6a5813b7d1582c5aaf13bc67),laptop,ki2
ObjectId(6a5813b7d1582c5aaf13bc68),laptop,ay9
ObjectId(6a5813b7d1582c5aaf13bc69),laptop,k12
ObjectId(6a5813b7d1582c5aaf13bc6a),laptop,j3
ObjectId(6a5813b7d1582c5aaf13bc6b),laptop,k12
ObjectId(6a5813b7d1582c5aaf13bc6c),laptop,jl3
ObjectId(6a5813b7d1582c5aaf13bc6d),laptop,c6
ObjectId(6a5813b7d1582c5aaf13bc6e),laptop,jl3
ObjectId(6a5813b7d1582c5aaf13bc6f),laptop,ay9
ObjectId(6a5813b7d1582c5aaf13bc70),laptop,zeta
ObjectId(6a5813b7d1582c5aaf13bc71),laptop,jl3
ObjectId(6a5813b7d1582c5aaf13bc72),laptop,c6
ObjectId(6a5813b7d1582c5aaf13bc73),laptop,k12
ObjectId(6a5813b7d1582c5aaf13bc74),laptop,qw2
ObjectId(6a5813b7d1582c5aaf13bc75),laptop,kz
ObjectId(6a5813b7d1582c5aaf13bc76),laptop,ay9
ObjectId(6a5813b7d1582c5aaf13bc77),laptop,ay9
ObjectId(6a5813b7d1582c5aaf13bc78),laptop,j3
ObjectId(6a5813b7d1582c5aaf13bc79),laptop,ki2
ObjectId(6a5813b7d1582c5aaf13bc7a),laptop,c6
ObjectId(6a5813b7d1582c5aaf13bc7b),laptop,j3
ObjectId(6a5813b7d1582c5aaf13bc7c),laptop,j3
ObjectId(6a5813b7d1582c5aaf13bc7d),laptop,j3
ObjectId(6a5813b7d1582c5aaf13bc7e),laptop,kz
ObjectId(6a5813b7d1582c5aaf13bc7f),laptop,j3
ObjectId(6a5813b7d1582c5aaf13bc80),laptop,c6
ObjectId(6a5813b7d1582c5aaf13bc81),laptop,jl3
ObjectId(6a5813b7d1582c5aaf13bc82),laptop,ay9
ObjectId(6a5813b7d1582c5aaf13bc83),laptop,zeta
ObjectId(6a5813b7d1582c5aaf13bc84),laptop,qw2
ObjectId(6a5813b7d1582c5aaf13bc85),laptop,c6
ObjectId(6a5813b7d1582c5aaf13bc86),laptop,jl3
ObjectId(6a5813b7d1582c5aaf13bc87),laptop,c6
ObjectId(6a5813b7d1582c5aaf13bc88),laptop,c6
ObjectId(6a5813b7d1582c5aaf13bc89),laptop,kz
ObjectId(6a5813b7d1582c5aaf13bc8a),laptop,zeta
ObjectId(6a5813b7d1582c5aaf13bc8b),laptop,ki2
ObjectId(6a5813b7d1582c5aaf13bc8c),laptop,kz
ObjectId(6a5813b7d1582c5aaf13bc8d),laptop,k12
ObjectId(6a5813b7d1582c5aaf13bc8e),laptop,c6
ObjectId(6a5813b7d1582c5aaf13bc8f),laptop,kz
ObjectId(6a5813b7d1582c5aaf13bc90),laptop,jl3
ObjectId(6a5813b7d1582c5aaf13bc91),laptop,ay9
ObjectId(6a5813b7d1582c5aaf13bc92),laptop,k12
ObjectId(6a5813b7d1582c5aaf13bc93),laptop,k12
ObjectId(6a5813b7d1582c5aaf13bc94),laptop,ki2
ObjectId(6a5813b7d1582c5aaf13bc95),laptop,kz
ObjectId(6a5813b7d1582c5aaf13bc96),laptop,jl3
ObjectId(6a5813b7d1582c5aaf13bc97),laptop,qw2
ObjectId(6a5813b7d1582c5aaf13bc98),laptop,zeta
ObjectId(6a5813b7d1582c5aaf13bc99),laptop,kz
ObjectId(6a5813b7d1582c5aaf13bc9a),laptop,qw2
ObjectId(6a5813b7d1582c5aaf13bc9b),laptop,zeta
ObjectId(6a5813b7d1582c5aaf13bc9c),laptop,jl3
ObjectId(6a5813b7d1582c5aaf13bc9d),laptop,ki2
ObjectId(6a5813b7d1582c5aaf13bc9e),laptop,k12
ObjectId(6a5813b7d1582c5aaf13bc9f),laptop,qw2
ObjectId(6a5813b7d1582c5aaf13bca0),laptop,qw2
ObjectId(6a5813b7d1582c5aaf13bca1),laptop,c6
ObjectId(6a5813b7d1582c5aaf13bca2),laptop,qw2
ObjectId(6a5813b7d1582c5aaf13bca3),laptop,j3
ObjectId(6a5813b7d1582c5aaf13bca4),laptop,kz
ObjectId(6a5813b7d1582c5aaf13bca5),laptop,j3
ObjectId(6a5813b7d1582c5aaf13bca6),laptop,qw2
ObjectId(6a5813b7d1582c5aaf13bca7),laptop,zeta
ObjectId(6a5813b7d1582c5aaf13bca8),laptop,kz
ObjectId(6a5813b7d1582c5aaf13bca9),laptop,zeta
ObjectId(6a5813b7d1582c5aaf13bcaa),laptop,ay9
ObjectId(6a5813b7d1582c5aaf13bcab),laptop,ki2
ObjectId(6a5813b7d1582c5aaf13bcac),laptop,ki2
ObjectId(6a5813b7d1582c5aaf13bcad),laptop,j3
ObjectId(6a5813b7d1582c5aaf13bcae),laptop,kz
ObjectId(6a5813b7d1582c5aaf13bcaf),laptop,ki2
ObjectId(6a5813b7d1582c5aaf13bcb0),laptop,jl3
ObjectId(6a5813b7d1582c5aaf13bcb1),laptop,j3
ObjectId(6a5813b7d1582c5aaf13bcb2),laptop,zeta
ObjectId(6a5813b7d1582c5aaf13bcb3),laptop,ay9
ObjectId(6a5813b7d1582c5aaf13bcb4),laptop,kz
ObjectId(6a5813b7d1582c5aaf13bcb5),laptop,j3
ObjectId(6a5813b7d1582c5aaf13bcb6),laptop,c6
ObjectId(6a5813b7d1582c5aaf13bcb7),laptop,k12
ObjectId(6a5813b7d1582c5aaf13bcb8),laptop,j3
ObjectId(6a5813b7d1582c5aaf13bcb9),laptop,c6
ObjectId(6a5813b7d1582c5aaf13bcba),laptop,qw2
ObjectId(6a5813b7d1582c5aaf13bcbb),laptop,zeta
ObjectId(6a5813b7d1582c5aaf13bcbc),laptop,qw2
ObjectId(6a5813b7d1582c5aaf13bcbd),laptop,c6
ObjectId(6a5813b7d1582c5aaf13bcbe),laptop,c6
ObjectId(6a5813b7d1582c5aaf13bcbf),laptop,ki2
ObjectId(6a5813b7d1582c5aaf13bcc0),laptop,c6
ObjectId(6a5813b7d1582c5aaf13bcc1),laptop,zeta
ObjectId(6a5813b7d1582c5aaf13bcc2),laptop,ki2
ObjectId(6a5813b7d1582c5aaf13bcc3),laptop,zeta
ObjectId(6a5813b7d1582c5aaf13bcc4),laptop,ay9
ObjectId(6a5813b7d1582c5aaf13bcc5),laptop,k12
ObjectId(6a5813b7d1582c5aaf13bcc6),laptop,qw2
ObjectId(6a5813b7d1582c5aaf13bcc7),laptop,qw2
ObjectId(6a5813b7d1582c5aaf13bcc8),laptop,ki2
ObjectId(6a5813b7d1582c5aaf13bcc9),laptop,ay9
ObjectId(6a5813b7d1582c5aaf13bcca),laptop,k12
ObjectId(6a5813b7d1582c5aaf13bccb),laptop,jl3
ObjectId(6a5813b7d1582c5aaf13bccc),laptop,ay9
ObjectId(6a5813b7d1582c5aaf13bccd),laptop,jl3
ObjectId(6a5813b7d1582c5aaf13bcce),laptop,j3
ObjectId(6a5813b7d1582c5aaf13bccf),laptop,ki2
ObjectId(6a5813b7d1582c5aaf13bcd0),laptop,k12
ObjectId(6a5813b7d1582c5aaf13bcd1),laptop,jl3
ObjectId(6a5813b7d1582c5aaf13bcd2),laptop,jl3
ObjectId(6a5813b7d1582c5aaf13bcd3),laptop,kz
ObjectId(6a5813b7d1582c5aaf13bcd4),laptop,j3
ObjectId(6a5813b7d1582c5aaf13bcd5),laptop,jl3
ObjectId(6a5813b7d1582c5aaf13bcd6),laptop,qw2
ObjectId(6a5813b7d1582c5aaf13bcd7),laptop,ay9
ObjectId(6a5813b7d1582c5aaf13bcd8),laptop,qw2
ObjectId(6a5813b7d1582c5aaf13bcd9),laptop,c6
ObjectId(6a5813b7d1582c5aaf13bcda),laptop,qw2
ObjectId(6a5813b7d1582c5aaf13bcdb),laptop,c6
ObjectId(6a5813b7d1582c5aaf13bcdc),laptop,k12
ObjectId(6a5813b7d1582c5aaf13bcdd),laptop,jl3
ObjectId(6a5813b7d1582c5aaf13bcde),laptop,j3
ObjectId(6a5813b7d1582c5aaf13bcdf),laptop,qw2
ObjectId(6a5813b7d1582c5aaf13bce0),laptop,j3
ObjectId(6a5813b7d1582c5aaf13bce1),laptop,zeta
ObjectId(6a5813b7d1582c5aaf13bce2),laptop,c6
ObjectId(6a5813b7d1582c5aaf13bce3),laptop,ki2
ObjectId(6a5813b7d1582c5aaf13bce4),laptop,c6
ObjectId(6a5813b7d1582c5aaf13bce5),laptop,kz
ObjectId(6a5813b7d1582c5aaf13bce6),laptop,jl3
ObjectId(6a5813b7d1582c5aaf13bce7),laptop,k12
ObjectId(6a5813b7d1582c5aaf13bce8),laptop,j3
ObjectId(6a5813b7d1582c5aaf13bce9),laptop,j3
ObjectId(6a5813b7d1582c5aaf13bcea),laptop,jl3
ObjectId(6a5813b7d1582c5aaf13bceb),laptop,zeta
ObjectId(6a5813b7d1582c5aaf13bcec),laptop,j3
ObjectId(6a5813b7d1582c5aaf13bced),laptop,zeta
ObjectId(6a5813b7d1582c5aaf13bcee),laptop,zeta
ObjectId(6a5813b7d1582c5aaf13bcef),laptop,jl3
ObjectId(6a5813b7d1582c5aaf13bcf0),laptop,k12
ObjectId(6a5813b7d1582c5aaf13bcf1),laptop,jl3
ObjectId(6a5813b7d1582c5aaf13bcf2),laptop,ki2
ObjectId(6a5813b7d1582c5aaf13bcf3),laptop,j3
ObjectId(6a5813b7d1582c5aaf13bcf4),laptop,k12
ObjectId(6a5813b7d1582c5aaf13bcf5),laptop,zeta
ObjectId(6a5813b7d1582c5aaf13bcf6),laptop,ki2
ObjectId(6a5813b7d1582c5aaf13bcf7),laptop,zeta
ObjectId(6a5813b7d1582c5aaf13bcf8),laptop,c6
ObjectId(6a5813b7d1582c5aaf13bcf9),laptop,zeta
ObjectId(6a5813b7d1582c5aaf13bcfa),laptop,zeta
ObjectId(6a5813b7d1582c5aaf13bcfb),laptop,ki2
ObjectId(6a5813b7d1582c5aaf13bcfc),laptop,jl3
ObjectId(6a5813b7d1582c5aaf13bcfd),laptop,jl3
ObjectId(6a5813b7d1582c5aaf13bcfe),laptop,k12
ObjectId(6a5813b7d1582c5aaf13bcff),laptop,qw2
ObjectId(6a5813b7d1582c5aaf13bd00),laptop,kz
ObjectId(6a5813b7d1582c5aaf13bd01),laptop,ay9
ObjectId(6a5813b7d1582c5aaf13bd02),laptop,ay9
ObjectId(6a5813b7d1582c5aaf13bd03),laptop,j3
ObjectId(6a5813b7d1582c5aaf13bd04),laptop,qw2
ObjectId(6a5813b7d1582c5aaf13bd05),laptop,kz
ObjectId(6a5813b7d1582c5aaf13bd06),laptop,qw2
ObjectId(6a5813b7d1582c5aaf13bd07),laptop,ki2
ObjectId(6a5813b7d1582c5aaf13bd08),laptop,ay9
ObjectId(6a5813b7d1582c5aaf13bd09),laptop,zeta
ObjectId(6a5813b7d1582c5aaf13bd0a),laptop,j3
ObjectId(6a5813b7d1582c5aaf13bd0b),laptop,j3
ObjectId(6a5813b7d1582c5aaf13bd0c),laptop,j3
ObjectId(6a5813b7d1582c5aaf13bd0d),laptop,jl3
ObjectId(6a5813b7d1582c5aaf13bd0e),laptop,kz
ObjectId(6a5813b7d1582c5aaf13bd0f),laptop,j3
ObjectId(6a5813b7d1582c5aaf13bd10),laptop,ay9
ObjectId(6a5813b7d1582c5aaf13bd11),television,jk23
ObjectId(6a5813b7d1582c5aaf13bd12),television,jk23
ObjectId(6a5813b7d1582c5aaf13bd13),television,k20
ObjectId(6a5813b7d1582c5aaf13bd14),laptop,c6
ObjectId(6a5813b7d1582c5aaf13bd15),television,jk23
ObjectId(6a5813b7d1582c5aaf13bd16),television,boom
ObjectId(6a5813b7d1582c5aaf13bd17),television,ss2
ObjectId(6a5813b7d1582c5aaf13bd18),television,ss2
ObjectId(6a5813b7d1582c5aaf13bd19),television,k20
ObjectId(6a5813b7d1582c5aaf13bd1a),television,jk23
ObjectId(6a5813b7d1582c5aaf13bd1b),television,dj1
ObjectId(6a5813b7d1582c5aaf13bd1c),laptop,zeta
ObjectId(6a5813b7d1582c5aaf13bd1d),television,ss2
ObjectId(6a5813b7d1582c5aaf13bd1e),television,boom
ObjectId(6a5813b7d1582c5aaf13bd1f),laptop,c6
ObjectId(6a5813b7d1582c5aaf13bd20),laptop,qw2
ObjectId(6a5813b7d1582c5aaf13bd21),laptop,j3
ObjectId(6a5813b7d1582c5aaf13bd22),television,jk23
ObjectId(6a5813b7d1582c5aaf13bd23),laptop,zeta
ObjectId(6a5813b7d1582c5aaf13bd24),laptop,jl3
ObjectId(6a5813b7d1582c5aaf13bd25),television,k20
ObjectId(6a5813b7d1582c5aaf13bd26),television,dj1
ObjectId(6a5813b7d1582c5aaf13bd27),television,boom
ObjectId(6a5813b7d1582c5aaf13bd28),television,ss2
ObjectId(6a5813b7d1582c5aaf13bd29),television,dj1
ObjectId(6a5813b7d1582c5aaf13bd2a),television,boom
ObjectId(6a5813b7d1582c5aaf13bd2b),television,dj1
ObjectId(6a5813b7d1582c5aaf13bd2c),television,boom
ObjectId(6a5813b7d1582c5aaf13bd2d),television,ss2
ObjectId(6a5813b7d1582c5aaf13bd2e),television,k20
ObjectId(6a5813b7d1582c5aaf13bd2f),television,k20
ObjectId(6a5813b7d1582c5aaf13bd30),television,dj1
